DBN,School Name,Grade Level,Program Type,Department,Subject,Number of Students,Number of Classes,Average Class Size
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,MS Core,Gen Ed,English,MS English Core,85,3,28.3
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,MS Core,Gen Ed,Math,MS Math Core,85,3,28.3
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,MS Core,Gen Ed,Science,MS Science Core,85,3,28.3
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,MS Core,Gen Ed,Social Studies,MS Social Studies Core,85,3,28.3
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,MS Core,ICT,English,MS English Core,86,3,28.7
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,MS Core,ICT,Math,MS Math Core,86,3,28.7
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,MS Core,ICT,Science,MS Science Core,86,3,28.7
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,MS Core,ICT,Social Studies,MS Social Studies Core,86,3,28.7
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,MS Core,SC,English,MS English Core,6,1,6
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,MS Core,SC,Math,MS Math Core,6,1,6
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,MS Core,SC,Science,MS Science Core,6,1,6
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,MS Core,SC,Social Studies,MS Social Studies Core,6,1,6
01M140,P.S. 140 NATHAN STRAUS,MS Core,Gen Ed,English,MS English Core,97,4,24.3
01M140,P.S. 140 NATHAN STRAUS,MS Core,Gen Ed,English,MS English Other,14,1,14
01M140,P.S. 140 NATHAN STRAUS,MS Core,Gen Ed,Math,MS Math Core,97,4,24.3
01M140,P.S. 140 NATHAN STRAUS,MS Core,Gen Ed,Science,MS Science Core,107,4,26.8
01M140,P.S. 140 NATHAN STRAUS,MS Core,Gen Ed,Social Studies,MS Social Studies Core,118,4,29.5
01M140,P.S. 140 NATHAN STRAUS,MS Core,ICT,English,MS English Core,63,2,31.5
01M140,P.S. 140 NATHAN STRAUS,MS Core,ICT,Math,MS Math Core,63,2,31.5
01M140,P.S. 140 NATHAN STRAUS,MS Core,ICT,Science,MS Science Core,63,2,31.5
01M140,P.S. 140 NATHAN STRAUS,MS Core,ICT,Social Studies,MS Social Studies Core,52,2,26
01M140,P.S. 140 NATHAN STRAUS,MS Core,SC,English,MS English Core,19,3,6.3
01M140,P.S. 140 NATHAN STRAUS,MS Core,SC,Math,MS Math Core,19,3,6.3
01M140,P.S. 140 NATHAN STRAUS,MS Core,SC,Science,MS Science Core,19,3,6.3
01M140,P.S. 140 NATHAN STRAUS,MS Core,SC,Social Studies,MS Social Studies Core,19,3,6.3
01M184,P.S. 184M SHUANG WEN,MS Core,Gen Ed,English,MS English Core,108,4,27
01M184,P.S. 184M SHUANG WEN,MS Core,Gen Ed,Math,MS Math Core,84,3,28
01M184,P.S. 184M SHUANG WEN,MS Core,Gen Ed,Science,MS Science Core,108,4,27
01M184,P.S. 184M SHUANG WEN,MS Core,Gen Ed,Social Studies,MS Social Studies Core,108,4,27
01M184,P.S. 184M SHUANG WEN,MS Core,Accelerated,Math,MS Integrated Algebra,26,1,26
01M184,P.S. 184M SHUANG WEN,MS Core,ICT,English,MS English Core,109,4,27.3
01M184,P.S. 184M SHUANG WEN,MS Core,ICT,Math,MS Math Core,81,3,27
01M184,P.S. 184M SHUANG WEN,MS Core,ICT,Science,MS Science Core,109,4,27.3
01M184,P.S. 184M SHUANG WEN,MS Core,ICT,Social Studies,MS Social Studies Core,109,4,27.3
01M184,P.S. 184M SHUANG WEN,MS Core,ICT & Acc,Math,MS Integrated Algebra,26,1,26
01M188,P.S. 188 THE ISLAND SCHOOL,MS Core,Gen Ed,Math,MS Math Core,85,3,28.3
01M188,P.S. 188 THE ISLAND SCHOOL,MS Core,Gen Ed,Science,MS Science Core,60,2,30
01M188,P.S. 188 THE ISLAND SCHOOL,MS Core,ICT,Math,MS Math Core,80,3,26.7
01M188,P.S. 188 THE ISLAND SCHOOL,MS Core,ICT,Science,MS Science Core,54,2,27
01M188,P.S. 188 THE ISLAND SCHOOL,MS Core,SC,Math,MS Math Core,7,1,7
01M188,P.S. 188 THE ISLAND SCHOOL,MS Core,SC,Science,MS Science Core,13,2,6.5
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,Gen Ed,English,HS English 09,35,2,17.5
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,Gen Ed,English,HS English 10,14,1,14
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,Gen Ed,English,HS English 12,21,1,21
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,Gen Ed,English,HS English Other,11,1,11
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,Gen Ed,Math,HS Algebra I,18,1,18
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,Gen Ed,Math,HS Algebra II,16,1,16
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,Gen Ed,Math,HS Math Other,16,1,16
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,Gen Ed,Science,HS Earth Science,23,1,23
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,Gen Ed,Science,HS Living Environment,22,1,22
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,Gen Ed,Science,HS Other Life Science,57,3,19
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,Gen Ed,Science,HS Other Science,12,1,12
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,Gen Ed,Social Studies,HS Global History,61,3,20.3
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,Gen Ed,Social Studies,HS Government,21,1,21
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,Gen Ed,Social Studies,HS Social Studies Other,22,2,11
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,Gen Ed,Social Studies,HS US History,22,1,22
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,ICT,English,HS English 09,32,2,16
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,ICT,English,HS English 10,20,1,20
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,ICT,English,HS English 11,43,2,21.5
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,ICT,English,HS English 12,24,1,24
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,ICT,Math,HS Algebra I,68,3,22.7
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,ICT,Science,HS Earth Science,26,1,26
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,ICT,Science,HS Living Environment,21,1,21
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,ICT,Science,HS Other Life Science,17,1,17
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,ICT,Social Studies,HS Global History,16,1,16
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,ICT,Social Studies,HS Government,26,1,26
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,ICT,Social Studies,HS US History,19,1,19
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,MS Core,Gen Ed,English,MS English Core,11,1,11
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,MS Core,Gen Ed,Math,MS Math Core,11,1,11
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,MS Core,Gen Ed,Science,MS Science Core,11,1,11
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,MS Core,Gen Ed,Social Studies,MS Social Studies Core,11,1,11
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,MS Core,ICT,English,MS English Core,14,1,14
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,MS Core,ICT,Math,MS Math Core,14,1,14
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,MS Core,ICT,Science,MS Science Core,14,1,14
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,MS Core,ICT,Social Studies,MS Social Studies Core,14,1,14
01M301,"TECHNOLOGY, ARTS, AND SCIENCES STUDIO",MS Core,Gen Ed,Social Studies,MS Social Studies Core,49,2,24.5
01M301,"TECHNOLOGY, ARTS, AND SCIENCES STUDIO",MS Core,ICT,English,MS English Core,159,6,26.5
01M301,"TECHNOLOGY, ARTS, AND SCIENCES STUDIO",MS Core,ICT,Math,MS Math Core,159,6,26.5
01M301,"TECHNOLOGY, ARTS, AND SCIENCES STUDIO",MS Core,ICT,Science,MS Science Core,159,6,26.5
01M301,"TECHNOLOGY, ARTS, AND SCIENCES STUDIO",MS Core,ICT,Social Studies,MS Social Studies Core,110,4,27.5
01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,MS Core,Gen Ed,Math,MS Math Core,61,3,20.3
01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,MS Core,Gen Ed,Science,MS Science Core,106,6,17.7
01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,MS Core,ICT,Math,MS Math Core,49,3,16.3
01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,MS Core,SC,Math,MS Math Core,6,1,6
01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,MS Core,SC,Science,MS Science Core,8,1,8
01M345,"COLLABORATIVE ACADEMY OF SCIENCE, TECHNOLOGY, & LANGUAGE-ARTS EDUCATION",MS Core,Gen Ed,English,MS English Core,79,4,19.8
01M345,"COLLABORATIVE ACADEMY OF SCIENCE, TECHNOLOGY, & LANGUAGE-ARTS EDUCATION",MS Core,Gen Ed,Math,MS Math Core,63,3,21
01M345,"COLLABORATIVE ACADEMY OF SCIENCE, TECHNOLOGY, & LANGUAGE-ARTS EDUCATION",MS Core,Gen Ed,Science,MS Science Core,90,5,18
01M345,"COLLABORATIVE ACADEMY OF SCIENCE, TECHNOLOGY, & LANGUAGE-ARTS EDUCATION",MS Core,Gen Ed,Social Studies,MS Social Studies Core,78,4,19.5
01M345,"COLLABORATIVE ACADEMY OF SCIENCE, TECHNOLOGY, & LANGUAGE-ARTS EDUCATION",MS Core,ICT,English,MS English Core,39,3,13
01M345,"COLLABORATIVE ACADEMY OF SCIENCE, TECHNOLOGY, & LANGUAGE-ARTS EDUCATION",MS Core,ICT,Math,MS Math Core,27,2,13.5
01M345,"COLLABORATIVE ACADEMY OF SCIENCE, TECHNOLOGY, & LANGUAGE-ARTS EDUCATION",MS Core,ICT,Social Studies,MS Social Studies Core,12,1,12
01M345,"COLLABORATIVE ACADEMY OF SCIENCE, TECHNOLOGY, & LANGUAGE-ARTS EDUCATION",MS Core,SC,Math,MS Math Core,5,1,5
01M378,SCHOOL FOR GLOBAL LEADERS,MS Core,Gen Ed,English,MS English Core,116,5,23.2
01M378,SCHOOL FOR GLOBAL LEADERS,MS Core,Gen Ed,Math,MS Math Core,116,5,23.2
01M378,SCHOOL FOR GLOBAL LEADERS,MS Core,Gen Ed,Science,MS Science Core,233,10,23.3
01M378,SCHOOL FOR GLOBAL LEADERS,MS Core,ICT,English,MS English Core,117,5,23.4
01M378,SCHOOL FOR GLOBAL LEADERS,MS Core,ICT,Math,MS Math Core,117,5,23.4
01M378,SCHOOL FOR GLOBAL LEADERS,MS Core,ICT,Science,MS Science Core,24,2,12
01M378,SCHOOL FOR GLOBAL LEADERS,MS Core,SC,English,MS English Core,24,2,12
01M378,SCHOOL FOR GLOBAL LEADERS,MS Core,SC,Math,MS Math Core,24,2,12
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,Gen Ed,English,HS English 09,72,3,24
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,Gen Ed,English,HS English 10,49,2,24.5
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,Gen Ed,English,HS English 11,40,2,20
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,Gen Ed,English,HS English 12,42,2,21
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,Gen Ed,English,HS English Other,40,3,13.3
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,Gen Ed,Math,HS Algebra I,52,2,26
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,Gen Ed,Math,HS Algebra II,52,2,26
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,Gen Ed,Math,HS Geometry,48,2,24
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,Gen Ed,Math,HS Math Other,65,3,21.7
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,Gen Ed,Science,HS Chemistry,32,1,32
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,Gen Ed,Science,HS Earth Science,68,3,22.7
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,Gen Ed,Science,HS Living Environment,60,3,20
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,Gen Ed,Science,HS Other Science,19,1,19
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS Economics,30,1,30
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS Global History,139,6,23.2
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS US History,43,2,21.5
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,ICT,English,HS English 09,52,2,26
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,ICT,English,HS English 10,50,2,25
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,ICT,English,HS English 11,22,1,22
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,ICT,English,HS English Other,17,1,17
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,ICT,Math,HS Algebra I,58,2,29
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,ICT,Math,HS Algebra II,27,1,27
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,ICT,Math,HS Geometry,44,2,22
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,ICT,Science,HS Earth Science,30,1,30
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,ICT,Science,HS Living Environment,54,2,27
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,ICT,Science,HS Other Science,30,1,30
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,ICT,Social Studies,HS Economics,30,1,30
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,ICT,Social Studies,HS Global History,88,3,29.3
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,ICT,Social Studies,HS US History,28,1,28
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,Gen Ed,English,HS English 10,48,2,24
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,Gen Ed,English,HS English Other,68,3,22.7
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,Gen Ed,Math,HS Algebra I,24,1,24
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,Gen Ed,Math,HS Geometry,26,1,26
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,Gen Ed,Math,HS Math Other,68,3,22.7
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,Gen Ed,Science,HS Chemistry,50,2,25
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,Gen Ed,Science,HS Living Environment,47,2,23.5
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,Gen Ed,Science,HS Other Life Science,49,2,24.5
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,Gen Ed,Science,HS Physics,44,3,14.7
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,Gen Ed,Social Studies,HS Global History,101,4,25.3
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,Gen Ed,Social Studies,HS US History,23,1,23
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,ICT,English,HS English 09,123,5,24.6
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,ICT,English,HS English 10,49,2,24.5
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,ICT,English,HS English Other,177,9,19.7
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,ICT,Math,HS Algebra I,74,3,24.7
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,ICT,Math,HS Algebra II,170,7,24.3
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,ICT,Math,HS Geometry,99,3,33
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,ICT,Science,HS Chemistry,49,2,24.5
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,ICT,Science,HS Living Environment,53,2,26.5
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,ICT,Science,HS Other Life Science,48,2,24
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,ICT,Science,HS Physics,23,1,23
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,ICT,Social Studies,HS Global History,101,4,25.3
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,ICT,Social Studies,HS US History,69,3,23
01M450,EAST SIDE COMMUNITY SCHOOL,MS Core,Gen Ed,English,MS English Core,44,2,22
01M450,EAST SIDE COMMUNITY SCHOOL,MS Core,Gen Ed,Math,MS Math Core,113,6,18.8
01M450,EAST SIDE COMMUNITY SCHOOL,MS Core,Gen Ed,Science,MS Science Core,180,8,22.5
01M450,EAST SIDE COMMUNITY SCHOOL,MS Core,Gen Ed,Social Studies,MS Social Studies Core,130,6,21.7
01M450,EAST SIDE COMMUNITY SCHOOL,MS Core,ICT,English,MS English Core,234,10,23.4
01M450,EAST SIDE COMMUNITY SCHOOL,MS Core,ICT,Math,MS Math Core,171,8,21.4
01M450,EAST SIDE COMMUNITY SCHOOL,MS Core,ICT,Science,MS Science Core,111,6,18.5
01M450,EAST SIDE COMMUNITY SCHOOL,MS Core,ICT,Social Studies,MS Social Studies Core,134,6,22.3
01M450,EAST SIDE COMMUNITY SCHOOL,MS Core,SC,English,MS English Core,10,1,10
01M450,EAST SIDE COMMUNITY SCHOOL,MS Core,SC,Math,MS Math Core,11,1,11
01M450,EAST SIDE COMMUNITY SCHOOL,MS Core,SC,Science,MS Science Core,8,1,8
01M458,FORSYTH SATELLITE ACADEMY,HS Core,Gen Ed,English,HS English Other,26,1,26
01M458,FORSYTH SATELLITE ACADEMY,HS Core,Gen Ed,Math,HS Algebra I,59,2,29.5
01M458,FORSYTH SATELLITE ACADEMY,HS Core,Gen Ed,Math,HS Geometry,29,1,29
01M458,FORSYTH SATELLITE ACADEMY,HS Core,Gen Ed,Science,HS Other Life Science,34,1,34
01M458,FORSYTH SATELLITE ACADEMY,HS Core,Gen Ed,Science,HS Other Science,32,1,32
01M458,FORSYTH SATELLITE ACADEMY,HS Core,Gen Ed,Social Studies,HS Global History,32,1,32
01M458,FORSYTH SATELLITE ACADEMY,HS Core,Gen Ed,Social Studies,HS Government,34,1,34
01M458,FORSYTH SATELLITE ACADEMY,HS Core,ICT,English,HS English Other,67,2,33.5
01M458,FORSYTH SATELLITE ACADEMY,HS Core,ICT,Math,HS Geometry,26,1,26
01M458,FORSYTH SATELLITE ACADEMY,HS Core,ICT,Science,HS Other Life Science,32,1,32
01M458,FORSYTH SATELLITE ACADEMY,HS Core,ICT,Social Studies,HS Global History,25,1,25
01M458,FORSYTH SATELLITE ACADEMY,HS Core,ICT,Social Studies,HS Government,34,1,34
01M509,MARTA VALLE HIGH SCHOOL,HS Core,Gen Ed,English,HS English 09,34,2,17
01M509,MARTA VALLE HIGH SCHOOL,HS Core,Gen Ed,English,HS English 10,20,1,20
01M509,MARTA VALLE HIGH SCHOOL,HS Core,Gen Ed,English,HS English 11,26,1,26
01M509,MARTA VALLE HIGH SCHOOL,HS Core,Gen Ed,English,HS English 12,21,1,21
01M509,MARTA VALLE HIGH SCHOOL,HS Core,Gen Ed,English,HS English Other,24,2,12
01M509,MARTA VALLE HIGH SCHOOL,HS Core,Gen Ed,Math,HS Algebra I,81,4,20.3
01M509,MARTA VALLE HIGH SCHOOL,HS Core,Gen Ed,Math,HS Algebra II,21,1,21
01M509,MARTA VALLE HIGH SCHOOL,HS Core,Gen Ed,Math,HS Geometry,13,1,13
01M509,MARTA VALLE HIGH SCHOOL,HS Core,Gen Ed,Math,HS Math Other,47,2,23.5
01M509,MARTA VALLE HIGH SCHOOL,HS Core,Gen Ed,Science,HS Chemistry,19,1,19
01M509,MARTA VALLE HIGH SCHOOL,HS Core,Gen Ed,Science,HS Earth Science,77,4,19.3
01M509,MARTA VALLE HIGH SCHOOL,HS Core,Gen Ed,Science,HS Living Environment,43,2,21.5
01M509,MARTA VALLE HIGH SCHOOL,HS Core,Gen Ed,Science,HS Other Science,45,2,22.5
01M509,MARTA VALLE HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS Economics,63,2,31.5
01M509,MARTA VALLE HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS Global History,142,7,20.3
01M509,MARTA VALLE HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS US History,61,2,30.5
01M509,MARTA VALLE HIGH SCHOOL,HS Core,ICT,English,HS English 09,45,2,22.5
01M509,MARTA VALLE HIGH SCHOOL,HS Core,ICT,English,HS English 10,45,2,22.5
01M509,MARTA VALLE HIGH SCHOOL,HS Core,ICT,English,HS English 12,48,2,24
01M509,MARTA VALLE HIGH SCHOOL,HS Core,ICT,English,HS English Other,14,1,14
01M509,MARTA VALLE HIGH SCHOOL,HS Core,ICT,Math,HS Algebra I,107,5,21.4
01M509,MARTA VALLE HIGH SCHOOL,HS Core,ICT,Math,HS Geometry,38,2,19
01M509,MARTA VALLE HIGH SCHOOL,HS Core,ICT,Science,HS Earth Science,23,1,23
01M509,MARTA VALLE HIGH SCHOOL,HS Core,ICT,Science,HS Living Environment,21,1,21
01M509,MARTA VALLE HIGH SCHOOL,HS Core,ICT,Social Studies,HS Global History,78,3,26
01M509,MARTA VALLE HIGH SCHOOL,HS Core,SC,English,HS English 12,5,1,5
01M509,MARTA VALLE HIGH SCHOOL,HS Core,SC,English,HS English Other,6,1,6
01M509,MARTA VALLE HIGH SCHOOL,HS Core,SC,Math,HS Algebra I,11,1,11
01M509,MARTA VALLE HIGH SCHOOL,HS Core,SC,Science,HS Living Environment,11,1,11
01M509,MARTA VALLE HIGH SCHOOL,HS Core,SC,Social Studies,HS Global History,6,1,6
01M509,MARTA VALLE HIGH SCHOOL,HS Core,SC,Social Studies,HS US History,5,1,5
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,HS Core,Gen Ed,English,HS English 09,140,6,23.3
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,HS Core,Gen Ed,English,HS English 10,205,8,25.6
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,HS Core,Gen Ed,English,HS English 11,133,4,33.3
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,HS Core,Gen Ed,English,HS English 12,196,6,32.7
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,HS Core,Gen Ed,English,HS English Other,457,18,25.4
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,HS Core,Gen Ed,Math,HS Algebra I,184,8,23
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,HS Core,Gen Ed,Math,HS Algebra II,87,3,29
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,HS Core,Gen Ed,Math,HS Geometry,162,8,20.3
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,HS Core,Gen Ed,Math,HS Math Other,63,3,21
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,HS Core,Gen Ed,Science,HS Chemistry,20,1,20
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,HS Core,Gen Ed,Science,HS Earth Science,169,7,24.1
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,HS Core,Gen Ed,Science,HS Living Environment,205,8,25.6
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,HS Core,Gen Ed,Science,HS Other Science,96,3,32
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS Economics,68,2,34
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS Global History,251,11,22.8
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS Government,100,3,33.3
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS US History,212,8,26.5
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",HS Core,Gen Ed,English,HS English 09,107,4,26.8
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",HS Core,Gen Ed,English,HS English 10,113,4,28.3
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",HS Core,Gen Ed,English,HS English 11,151,5,30.2
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",HS Core,Gen Ed,English,HS English 12,188,6,31.3
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",HS Core,Gen Ed,English,HS English Other,75,3,25
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",HS Core,Gen Ed,Math,HS Algebra I,24,1,24
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",HS Core,Gen Ed,Math,HS Algebra II,181,6,30.2
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",HS Core,Gen Ed,Math,HS Geometry,57,2,28.5
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",HS Core,Gen Ed,Math,HS Math Other,478,17,28.1
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",HS Core,Gen Ed,Science,HS Chemistry,180,6,30
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",HS Core,Gen Ed,Science,HS Living Environment,55,2,27.5
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",HS Core,Gen Ed,Science,HS Other Life Science,132,4,33
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",HS Core,Gen Ed,Science,HS Other Science,92,3,30.7
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",HS Core,Gen Ed,Science,HS Physics,124,5,24.8
