DBN,School Name,Grade Level,Program Type,Department,Subject,Number of Students,Number of Classes,Average Class Size
29Q265,EXCELSIOR PREPARATORY HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS Global History,210,7,30
29Q265,EXCELSIOR PREPARATORY HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS Government,116,4,29
29Q265,EXCELSIOR PREPARATORY HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS Social Studies Other,54,2,27
29Q265,EXCELSIOR PREPARATORY HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS US History,65,2,32.5
29Q265,EXCELSIOR PREPARATORY HIGH SCHOOL,HS Core,ICT,English,HS English 09,32,1,32
29Q265,EXCELSIOR PREPARATORY HIGH SCHOOL,HS Core,ICT,English,HS English 10,31,1,31
29Q265,EXCELSIOR PREPARATORY HIGH SCHOOL,HS Core,ICT,English,HS English 11,68,2,34
29Q265,EXCELSIOR PREPARATORY HIGH SCHOOL,HS Core,ICT,English,HS English 12,33,1,33
29Q265,EXCELSIOR PREPARATORY HIGH SCHOOL,HS Core,ICT,English,HS English Other,84,3,28
29Q265,EXCELSIOR PREPARATORY HIGH SCHOOL,HS Core,ICT,Math,HS Algebra I,62,2,31
29Q265,EXCELSIOR PREPARATORY HIGH SCHOOL,HS Core,ICT,Math,HS Geometry,28,1,28
29Q265,EXCELSIOR PREPARATORY HIGH SCHOOL,HS Core,ICT,Math,HS Math Other,34,1,34
29Q265,EXCELSIOR PREPARATORY HIGH SCHOOL,HS Core,ICT,Science,HS Chemistry,32,1,32
29Q265,EXCELSIOR PREPARATORY HIGH SCHOOL,HS Core,ICT,Science,HS Living Environment,101,3,33.7
29Q265,EXCELSIOR PREPARATORY HIGH SCHOOL,HS Core,ICT,Social Studies,HS Global History,89,3,29.7
29Q265,EXCELSIOR PREPARATORY HIGH SCHOOL,HS Core,ICT,Social Studies,HS Social Studies Other,27,1,27
29Q265,EXCELSIOR PREPARATORY HIGH SCHOOL,HS Core,ICT,Social Studies,HS US History,64,2,32
29Q268,PS/IS 268,MS Core,Gen Ed,English,MS English Core,112,4,28
29Q268,PS/IS 268,MS Core,Gen Ed,Math,MS Math Core,142,5,28.4
29Q268,PS/IS 268,MS Core,Gen Ed,Science,MS Science Core,142,5,28.4
29Q268,PS/IS 268,MS Core,Gen Ed,Social Studies,MS Social Studies Core,113,4,28.3
29Q268,PS/IS 268,MS Core,Accelerated,Math,MS Integrated Algebra,26,1,26
29Q268,PS/IS 268,MS Core,ICT,English,MS English Core,57,2,28.5
29Q268,PS/IS 268,MS Core,ICT,Science,MS Science Core,29,1,29
29Q268,PS/IS 268,MS Core,ICT,Social Studies,MS Social Studies Core,58,2,29
29Q268,PS/IS 268,MS Core,SC,English,MS English Core,14,2,7
29Q268,PS/IS 268,MS Core,SC,Math,MS Math Core,15,2,7.5
29Q268,PS/IS 268,MS Core,SC,Science,MS Science Core,8,1,8
29Q268,PS/IS 268,MS Core,SC,Social Studies,MS Social Studies Core,8,1,8
29Q270,THE GORDON PARKS SCHOOL,MS Core,Gen Ed,English,MS English Core,170,6,28.3
29Q270,THE GORDON PARKS SCHOOL,MS Core,Gen Ed,Math,MS Math Core,170,6,28.3
29Q270,THE GORDON PARKS SCHOOL,MS Core,Gen Ed,Science,MS Science Core,169,6,28.2
29Q270,THE GORDON PARKS SCHOOL,MS Core,Gen Ed,Social Studies,MS Social Studies Core,178,6,29.7
29Q270,THE GORDON PARKS SCHOOL,MS Core,ICT,English,MS English Core,53,2,26.5
29Q270,THE GORDON PARKS SCHOOL,MS Core,ICT,Math,MS Math Core,53,2,26.5
29Q270,THE GORDON PARKS SCHOOL,MS Core,ICT,Science,MS Science Core,53,2,26.5
29Q270,THE GORDON PARKS SCHOOL,MS Core,ICT,Social Studies,MS Social Studies Core,57,2,28.5
29Q270,THE GORDON PARKS SCHOOL,MS Core,SC,English,MS English Core,13,2,6.5
29Q270,THE GORDON PARKS SCHOOL,MS Core,SC,Science,MS Science Core,13,2,6.5
29Q270,THE GORDON PARKS SCHOOL,MS Core,SC,Social Studies,MS Social Studies Core,13,2,6.5
29Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIENCES,HS Core,Gen Ed,English,HS English 09,90,4,22.5
29Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIENCES,HS Core,Gen Ed,English,HS English 10,107,4,26.8
29Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIENCES,HS Core,Gen Ed,English,HS English 11,119,4,29.8
29Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIENCES,HS Core,Gen Ed,English,HS English 12,87,3,29
29Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIENCES,HS Core,Gen Ed,English,HS English Other,32,1,32
29Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIENCES,HS Core,Gen Ed,Math,HS Algebra I,152,7,21.7
29Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIENCES,HS Core,Gen Ed,Math,HS Algebra II,145,5,29
29Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIENCES,HS Core,Gen Ed,Math,HS Geometry,63,2,31.5
29Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIENCES,HS Core,Gen Ed,Math,HS Math Other,73,3,24.3
29Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIENCES,HS Core,Gen Ed,Science,HS Chemistry,30,1,30
29Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIENCES,HS Core,Gen Ed,Science,HS Earth Science,128,4,32
29Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIENCES,HS Core,Gen Ed,Science,HS Living Environment,94,3,31.3
29Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIENCES,HS Core,Gen Ed,Science,HS Other Life Science,30,1,30
29Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIENCES,HS Core,Gen Ed,Science,HS Other Science,199,7,28.4
29Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIENCES,HS Core,Gen Ed,Social Studies,HS Economics,34,1,34
29Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIENCES,HS Core,Gen Ed,Social Studies,HS Global History,209,7,29.9
29Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIENCES,HS Core,Gen Ed,Social Studies,HS Government,133,4,33.3
29Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIENCES,HS Core,Gen Ed,Social Studies,HS Social Studies Other,49,2,24.5
29Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIENCES,HS Core,Gen Ed,Social Studies,HS US History,100,3,33.3
29Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIENCES,HS Core,ICT,English,HS English 09,26,1,26
29Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIENCES,HS Core,ICT,English,HS English 10,33,1,33
29Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIENCES,HS Core,ICT,English,HS English 11,30,1,30
29Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIENCES,HS Core,ICT,English,HS English 12,35,1,35
29Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIENCES,HS Core,ICT,Math,HS Algebra I,49,2,24.5
29Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIENCES,HS Core,ICT,Math,HS Geometry,35,1,35
29Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIENCES,HS Core,ICT,Science,HS Earth Science,27,1,27
29Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIENCES,HS Core,ICT,Science,HS Living Environment,32,1,32
29Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIENCES,HS Core,ICT,Science,HS Other Science,27,1,27
29Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIENCES,HS Core,ICT,Social Studies,HS Global History,66,2,33
29Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIENCES,HS Core,ICT,Social Studies,HS US History,35,1,35
29Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,HS Core,Gen Ed,English,HS English 09,68,2,34
29Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,HS Core,Gen Ed,English,HS English 10,68,2,34
29Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,HS Core,Gen Ed,English,HS English 11,33,1,33
29Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,HS Core,Gen Ed,English,HS English 12,43,2,21.5
29Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,HS Core,Gen Ed,Math,HS Algebra I,68,2,34
29Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,HS Core,Gen Ed,Math,HS Algebra II,100,4,25
29Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,HS Core,Gen Ed,Math,HS Geometry,69,2,34.5
29Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,HS Core,Gen Ed,Math,HS Math Other,14,1,14
29Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,HS Core,Gen Ed,Science,HS Chemistry,63,2,31.5
29Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,HS Core,Gen Ed,Science,HS Earth Science,33,1,33
29Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,HS Core,Gen Ed,Science,HS Living Environment,123,4,30.8
29Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,HS Core,Gen Ed,Science,HS Other Life Science,28,1,28
29Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,HS Core,Gen Ed,Science,HS Other Science,17,1,17
29Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,HS Core,Gen Ed,Social Studies,HS Global History,105,3,35
29Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,HS Core,Gen Ed,Social Studies,HS Government,42,2,21
29Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,HS Core,Gen Ed,Social Studies,HS US History,69,2,34.5
29Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,HS Core,ICT,English,HS English 09,61,2,30.5
29Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,HS Core,ICT,English,HS English 10,34,1,34
29Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,HS Core,ICT,English,HS English 11,84,3,28
29Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,HS Core,ICT,English,HS English 12,35,1,35
29Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,HS Core,ICT,English,HS English Other,16,1,16
29Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,HS Core,ICT,Math,HS Algebra I,134,4,33.5
29Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,HS Core,ICT,Math,HS Math Other,23,1,23
29Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,HS Core,ICT,Science,HS Earth Science,30,1,30
29Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,HS Core,ICT,Social Studies,HS Global History,107,5,21.4
29Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,HS Core,ICT,Social Studies,HS Government,37,1,37
29Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,HS Core,ICT,Social Studies,HS US History,70,2,35
29Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,MS Core,Gen Ed,English,MS English Core,83,3,27.7
29Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,MS Core,Gen Ed,Math,MS Math Core,57,2,28.5
29Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,MS Core,Gen Ed,Science,MS Science Core,57,2,28.5
29Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,MS Core,Gen Ed,Social Studies,MS Social Studies Core,57,2,28.5
29Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,MS Core,Accelerated,Math,MS Integrated Algebra,26,1,26
29Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,MS Core,Accelerated,Science,MS Science Other,27,1,27
29Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,MS Core,Accelerated,Social Studies,MS Social Studies Other,26,1,26
29Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,MS Core,ICT,English,MS English Core,87,3,29
29Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,MS Core,ICT,Math,MS Math Core,58,2,29
29Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,MS Core,ICT,Science,MS Science Core,58,2,29
29Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,MS Core,ICT,Social Studies,MS Social Studies Core,58,2,29
29Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,MS Core,ICT & Acc,Math,MS Integrated Algebra,29,1,29
29Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,MS Core,ICT & Acc,Science,MS Science Other,30,1,30
29Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,MS Core,ICT & Acc,Social Studies,MS Social Studies Other,28,1,28
29Q289,QUEENS UNITED MIDDLE SCHOOL,MS Core,Gen Ed,English,MS English Core,153,6,25.5
29Q289,QUEENS UNITED MIDDLE SCHOOL,MS Core,Gen Ed,Math,MS Math Core,153,6,25.5
29Q289,QUEENS UNITED MIDDLE SCHOOL,MS Core,Gen Ed,Science,MS Science Core,153,6,25.5
29Q289,QUEENS UNITED MIDDLE SCHOOL,MS Core,Gen Ed,Social Studies,MS Social Studies Core,153,6,25.5
29Q289,QUEENS UNITED MIDDLE SCHOOL,MS Core,Accelerated,Math,MS Integrated Algebra,13,1,13
29Q289,QUEENS UNITED MIDDLE SCHOOL,MS Core,Accelerated,Science,MS Science Other,12,1,12
29Q289,QUEENS UNITED MIDDLE SCHOOL,MS Core,ICT,English,MS English Core,72,3,24
29Q289,QUEENS UNITED MIDDLE SCHOOL,MS Core,ICT,Math,MS Math Core,72,3,24
29Q289,QUEENS UNITED MIDDLE SCHOOL,MS Core,ICT,Science,MS Science Core,72,3,24
29Q289,QUEENS UNITED MIDDLE SCHOOL,MS Core,ICT,Social Studies,MS Social Studies Core,72,3,24
29Q289,QUEENS UNITED MIDDLE SCHOOL,MS Core,SC,English,MS English Core,7,1,7
29Q289,QUEENS UNITED MIDDLE SCHOOL,MS Core,SC,Math,MS Math Core,7,1,7
29Q289,QUEENS UNITED MIDDLE SCHOOL,MS Core,SC,Science,MS Science Core,7,1,7
29Q289,QUEENS UNITED MIDDLE SCHOOL,MS Core,SC,Social Studies,MS Social Studies Core,7,1,7
29Q295,P.S./I.S. 295,MS Core,Gen Ed,English,MS English Core,130,5,26
29Q295,P.S./I.S. 295,MS Core,Gen Ed,Math,MS Math Core,103,4,25.8
29Q295,P.S./I.S. 295,MS Core,Gen Ed,Science,MS Science Core,160,6,26.7
29Q295,P.S./I.S. 295,MS Core,Gen Ed,Social Studies,MS Social Studies Core,160,6,26.7
29Q295,P.S./I.S. 295,MS Core,Accelerated,Math,MS Integrated Algebra,12,1,12
29Q295,P.S./I.S. 295,MS Core,ICT,English,MS English Core,30,1,30
29Q295,P.S./I.S. 295,MS Core,ICT,Math,MS Math Core,58,2,29
29Q295,P.S./I.S. 295,MS Core,SC,English,MS English Core,17,2,8.5
29Q295,P.S./I.S. 295,MS Core,SC,Math,MS Math Core,16,2,8
29Q295,P.S./I.S. 295,MS Core,SC,Science,MS Science Core,17,2,8.5
29Q295,P.S./I.S. 295,MS Core,SC,Social Studies,MS Social Studies Core,17,2,8.5
29Q313,BENJAMIN FRANKLIN HIGH SCHOOL FOR FINANCE & INFORMATION TECHNOLOGY,HS Core,Gen Ed,English,HS English 09,57,2,28.5
29Q313,BENJAMIN FRANKLIN HIGH SCHOOL FOR FINANCE & INFORMATION TECHNOLOGY,HS Core,Gen Ed,English,HS English 10,55,2,27.5
29Q313,BENJAMIN FRANKLIN HIGH SCHOOL FOR FINANCE & INFORMATION TECHNOLOGY,HS Core,Gen Ed,English,HS English Other,169,7,24.1
29Q313,BENJAMIN FRANKLIN HIGH SCHOOL FOR FINANCE & INFORMATION TECHNOLOGY,HS Core,Gen Ed,Math,HS Algebra I,82,3,27.3
29Q313,BENJAMIN FRANKLIN HIGH SCHOOL FOR FINANCE & INFORMATION TECHNOLOGY,HS Core,Gen Ed,Math,HS Geometry,25,1,25
29Q313,BENJAMIN FRANKLIN HIGH SCHOOL FOR FINANCE & INFORMATION TECHNOLOGY,HS Core,Gen Ed,Math,HS Math Other,107,4,26.8
29Q313,BENJAMIN FRANKLIN HIGH SCHOOL FOR FINANCE & INFORMATION TECHNOLOGY,HS Core,Gen Ed,Science,HS Earth Science,53,2,26.5
29Q313,BENJAMIN FRANKLIN HIGH SCHOOL FOR FINANCE & INFORMATION TECHNOLOGY,HS Core,Gen Ed,Science,HS Living Environment,77,3,25.7
29Q313,BENJAMIN FRANKLIN HIGH SCHOOL FOR FINANCE & INFORMATION TECHNOLOGY,HS Core,Gen Ed,Social Studies,HS Global History,136,5,27.2
29Q313,BENJAMIN FRANKLIN HIGH SCHOOL FOR FINANCE & INFORMATION TECHNOLOGY,HS Core,Gen Ed,Social Studies,HS Social Studies Other,13,1,13
29Q313,BENJAMIN FRANKLIN HIGH SCHOOL FOR FINANCE & INFORMATION TECHNOLOGY,HS Core,ICT,English,HS English 09,49,2,24.5
29Q313,BENJAMIN FRANKLIN HIGH SCHOOL FOR FINANCE & INFORMATION TECHNOLOGY,HS Core,ICT,English,HS English 10,51,2,25.5
29Q313,BENJAMIN FRANKLIN HIGH SCHOOL FOR FINANCE & INFORMATION TECHNOLOGY,HS Core,ICT,English,HS English Other,49,2,24.5
29Q313,BENJAMIN FRANKLIN HIGH SCHOOL FOR FINANCE & INFORMATION TECHNOLOGY,HS Core,ICT,Math,HS Algebra I,78,3,26
29Q313,BENJAMIN FRANKLIN HIGH SCHOOL FOR FINANCE & INFORMATION TECHNOLOGY,HS Core,ICT,Math,HS Geometry,20,1,20
29Q313,BENJAMIN FRANKLIN HIGH SCHOOL FOR FINANCE & INFORMATION TECHNOLOGY,HS Core,ICT,Math,HS Math Other,104,4,26
29Q313,BENJAMIN FRANKLIN HIGH SCHOOL FOR FINANCE & INFORMATION TECHNOLOGY,HS Core,ICT,Science,HS Earth Science,54,2,27
29Q313,BENJAMIN FRANKLIN HIGH SCHOOL FOR FINANCE & INFORMATION TECHNOLOGY,HS Core,ICT,Science,HS Living Environment,26,1,26
29Q313,BENJAMIN FRANKLIN HIGH SCHOOL FOR FINANCE & INFORMATION TECHNOLOGY,HS Core,ICT,Social Studies,HS Global History,81,3,27
29Q326,CAMBRIA HEIGHTS ACADEMY,HS Core,Gen Ed,English,HS English 09,72,3,24
29Q326,CAMBRIA HEIGHTS ACADEMY,HS Core,Gen Ed,English,HS English 10,56,2,28
29Q326,CAMBRIA HEIGHTS ACADEMY,HS Core,Gen Ed,English,HS English 11,82,3,27.3
29Q326,CAMBRIA HEIGHTS ACADEMY,HS Core,Gen Ed,English,HS English 12,30,1,30
29Q326,CAMBRIA HEIGHTS ACADEMY,HS Core,Gen Ed,English,HS English Other,28,1,28
29Q326,CAMBRIA HEIGHTS ACADEMY,HS Core,Gen Ed,Math,HS Algebra I,104,4,26
29Q326,CAMBRIA HEIGHTS ACADEMY,HS Core,Gen Ed,Math,HS Algebra II,33,1,33
29Q326,CAMBRIA HEIGHTS ACADEMY,HS Core,Gen Ed,Math,HS Geometry,61,2,30.5
29Q326,CAMBRIA HEIGHTS ACADEMY,HS Core,Gen Ed,Science,HS Chemistry,99,3,33
29Q326,CAMBRIA HEIGHTS ACADEMY,HS Core,Gen Ed,Science,HS Earth Science,81,3,27
29Q326,CAMBRIA HEIGHTS ACADEMY,HS Core,Gen Ed,Science,HS Living Environment,74,3,24.7
29Q326,CAMBRIA HEIGHTS ACADEMY,HS Core,Gen Ed,Science,HS Other Science,80,3,26.7
29Q326,CAMBRIA HEIGHTS ACADEMY,HS Core,Gen Ed,Science,HS Physics,85,3,28.3
29Q326,CAMBRIA HEIGHTS ACADEMY,HS Core,Gen Ed,Social Studies,HS Global History,153,6,25.5
29Q326,CAMBRIA HEIGHTS ACADEMY,HS Core,Gen Ed,Social Studies,HS Government,92,3,30.7
29Q326,CAMBRIA HEIGHTS ACADEMY,HS Core,Gen Ed,Social Studies,HS Social Studies Other,58,2,29
29Q326,CAMBRIA HEIGHTS ACADEMY,HS Core,Gen Ed,Social Studies,HS US History,112,4,28
29Q326,CAMBRIA HEIGHTS ACADEMY,HS Core,ICT,English,HS English 09,27,1,27
29Q326,CAMBRIA HEIGHTS ACADEMY,HS Core,ICT,English,HS English 10,28,1,28
29Q326,CAMBRIA HEIGHTS ACADEMY,HS Core,ICT,English,HS English 11,29,1,29
29Q326,CAMBRIA HEIGHTS ACADEMY,HS Core,ICT,English,HS English 12,64,2,32
29Q326,CAMBRIA HEIGHTS ACADEMY,HS Core,ICT,Math,HS Algebra I,55,2,27.5
29Q326,CAMBRIA HEIGHTS ACADEMY,HS Core,ICT,Math,HS Geometry,123,4,30.8
29Q326,CAMBRIA HEIGHTS ACADEMY,HS Core,ICT,Math,HS Math Other,18,1,18
29Q326,CAMBRIA HEIGHTS ACADEMY,HS Core,ICT,Science,HS Living Environment,33,1,33
29Q326,CAMBRIA HEIGHTS ACADEMY,HS Core,ICT,Social Studies,HS Global History,32,1,32
29Q327,EAGLE ACADEMY FOR YOUNG MEN III,HS Core,Gen Ed,English,HS English 09,20,2,10
29Q327,EAGLE ACADEMY FOR YOUNG MEN III,HS Core,Gen Ed,Math,HS Algebra I,24,2,12
29Q327,EAGLE ACADEMY FOR YOUNG MEN III,HS Core,Gen Ed,Math,HS Algebra II,21,1,21
29Q327,EAGLE ACADEMY FOR YOUNG MEN III,HS Core,Gen Ed,Math,HS Geometry,14,1,14
29Q327,EAGLE ACADEMY FOR YOUNG MEN III,HS Core,Gen Ed,Math,HS Math Other,24,2,12
29Q327,EAGLE ACADEMY FOR YOUNG MEN III,HS Core,Gen Ed,Science,HS Earth Science,46,2,23
29Q327,EAGLE ACADEMY FOR YOUNG MEN III,HS Core,Gen Ed,Science,HS Other Life Science,47,4,11.8
29Q327,EAGLE ACADEMY FOR YOUNG MEN III,HS Core,Gen Ed,Social Studies,HS Global History,149,9,16.6
29Q327,EAGLE ACADEMY FOR YOUNG MEN III,HS Core,Gen Ed,Social Studies,HS Social Studies Other,38,2,19
29Q327,EAGLE ACADEMY FOR YOUNG MEN III,HS Core,ICT,English,HS English 09,108,4,27
29Q327,EAGLE ACADEMY FOR YOUNG MEN III,HS Core,ICT,English,HS English 10,92,4,23
29Q327,EAGLE ACADEMY FOR YOUNG MEN III,HS Core,ICT,English,HS English 11,86,4,21.5
29Q327,EAGLE ACADEMY FOR YOUNG MEN III,HS Core,ICT,Math,HS Algebra I,234,10,23.4
29Q327,EAGLE ACADEMY FOR YOUNG MEN III,HS Core,ICT,Science,HS Earth Science,96,3,32
29Q327,EAGLE ACADEMY FOR YOUNG MEN III,HS Core,ICT,Science,HS Living Environment,106,4,26.5
29Q327,EAGLE ACADEMY FOR YOUNG MEN III,HS Core,ICT,Social Studies,HS US History,110,5,22
29Q327,EAGLE ACADEMY FOR YOUNG MEN III,HS Core,SC,English,HS English 10,7,1,7
29Q327,EAGLE ACADEMY FOR YOUNG MEN III,HS Core,SC,Science,HS Earth Science,5,1,5
29Q327,EAGLE ACADEMY FOR YOUNG MEN III,HS Core,SC,Science,HS Living Environment,13,1,13
29Q327,EAGLE ACADEMY FOR YOUNG MEN III,HS Core,SC,Social Studies,HS Global History,19,1,19
29Q327,EAGLE ACADEMY FOR YOUNG MEN III,MS Core,Gen Ed,English,MS English Core,152,6,25.3
29Q327,EAGLE ACADEMY FOR YOUNG MEN III,MS Core,Gen Ed,Math,MS Math Core,152,6,25.3
29Q327,EAGLE ACADEMY FOR YOUNG MEN III,MS Core,Gen Ed,Science,MS Science Core,102,4,25.5
29Q327,EAGLE ACADEMY FOR YOUNG MEN III,MS Core,Gen Ed,Social Studies,MS Social Studies Core,160,6,26.7
29Q327,EAGLE ACADEMY FOR YOUNG MEN III,MS Core,Accelerated,Science,MS Science Other,58,2,29
29Q327,EAGLE ACADEMY FOR YOUNG MEN III,MS Core,ICT,English,MS English Core,73,3,24.3
29Q327,EAGLE ACADEMY FOR YOUNG MEN III,MS Core,ICT,Math,MS Math Core,73,3,24.3
29Q327,EAGLE ACADEMY FOR YOUNG MEN III,MS Core,ICT,Science,MS Science Core,52,2,26
29Q327,EAGLE ACADEMY FOR YOUNG MEN III,MS Core,ICT,Social Studies,MS Social Studies Core,77,3,25.7
29Q327,EAGLE ACADEMY FOR YOUNG MEN III,MS Core,ICT & Acc,Science,MS Science Other,25,1,25
29Q327,EAGLE ACADEMY FOR YOUNG MEN III,MS Core,SC,English,MS English Core,13,2,6.5
29Q327,EAGLE ACADEMY FOR YOUNG MEN III,MS Core,SC,Math,MS Math Core,13,2,6.5
29Q327,EAGLE ACADEMY FOR YOUNG MEN III,MS Core,SC,Science,MS Science Core,17,2,8.5
29Q327,EAGLE ACADEMY FOR YOUNG MEN III,MS Core,SC,Social Studies,MS Social Studies Core,17,2,8.5
29Q355,COLLABORATIVE ARTS MIDDLE SCHOOL,MS Core,Gen Ed,Math,MS Math Core,236,9,26.2
29Q355,COLLABORATIVE ARTS MIDDLE SCHOOL,MS Core,Gen Ed,Science,MS Science Core,264,10,26.4
29Q355,COLLABORATIVE ARTS MIDDLE SCHOOL,MS Core,Accelerated,Math,MS Integrated Algebra,28,1,28
29Q355,COLLABORATIVE ARTS MIDDLE SCHOOL,MS Core,ICT,Math,MS Math Core,80,3,26.7
29Q355,COLLABORATIVE ARTS MIDDLE SCHOOL,MS Core,ICT,Science,MS Science Core,80,3,26.7
29Q355,COLLABORATIVE ARTS MIDDLE SCHOOL,MS Core,SC,Math,MS Math Core,51,6,8.5
29Q355,COLLABORATIVE ARTS MIDDLE SCHOOL,MS Core,SC,Science,MS Science Core,51,6,8.5
29Q356,COMMUNITY VOICES MIDDLE SCHOOL,MS Core,Gen Ed,English,MS English Core,191,7,27.3
29Q356,COMMUNITY VOICES MIDDLE SCHOOL,MS Core,Gen Ed,Math,MS Math Core,239,9,26.6
29Q356,COMMUNITY VOICES MIDDLE SCHOOL,MS Core,Gen Ed,Science,MS Science Core,241,9,26.8
29Q356,COMMUNITY VOICES MIDDLE SCHOOL,MS Core,Gen Ed,Social Studies,MS Social Studies Core,191,7,27.3
